Date,9:30 Open,9:30 Close,9:45 Close,10:30 Close,Market Close,Gap %,Gap Bucket,Direction,VWAP Pos,Rev Prob,Cell Count,Trade,Entry,Exit_945,Price Chg_945,Price Chg %_945,Result_945,Exit_1030,Price Chg_1030,Price Chg %_1030,Result_1030,Exit_Close,Price Chg_Close,Price Chg %_Close,Result_Close
2025-09-08,$648.62,$648.65,$648.37,$649.25,$648.80,0.41%,Medium,Bull,Above VWAP,0.46,71,SKIP,$648.65,$648.37,$-0.28,-0.04%,N/A,$649.25,$+0.60,+0.09%,N/A,$648.80,$+0.15,+0.02%,N/A
2025-09-09,$648.97,$649.28,$649.02,$647.69,$650.33,-0.03%,Small,Bull,Above VWAP,0.48,99,SKIP,$649.28,$649.02,$-0.26,-0.04%,N/A,$647.69,$-1.59,-0.24%,N/A,$650.33,$+1.05,+0.16%,N/A
2025-09-10,$653.62,$653.34,$653.60,$653.82,$652.23,0.39%,Medium,Bear,Above VWAP,0.50,14,SKIP,$653.34,$653.60,$+0.26,+0.04%,N/A,$653.82,$+0.48,+0.07%,N/A,$652.23,$-1.12,-0.17%,N/A
2025-09-11,$654.18,$653.87,$655.57,$656.93,$657.61,0.20%,Small,Bear,Below VWAP,0.53,79,SKIP,$653.87,$655.57,$+1.70,+0.26%,N/A,$656.93,$+3.06,+0.47%,N/A,$657.61,$+3.74,+0.57%,N/A
2025-09-12,$657.60,$657.44,$657.99,$657.80,$657.42,-0.01%,Small,Bear,Above VWAP,0.54,13,SKIP,$657.44,$657.99,$+0.55,+0.08%,N/A,$657.80,$+0.36,+0.05%,N/A,$657.42,$-0.02,-0.00%,N/A
2025-09-15,$659.64,$659.62,$660.65,$660.81,$660.85,0.36%,Medium,Bear,Below VWAP,0.59,85,CALL,$659.62,$660.65,$+1.03,+0.16%,WIN,$660.81,$+1.20,+0.18%,WIN,$660.85,$+1.24,+0.19%,WIN
2025-09-16,$661.47,$660.79,$660.28,$659.79,$659.93,0.12%,Small,Bear,Below VWAP,0.53,79,SKIP,$660.79,$660.28,$-0.51,-0.08%,N/A,$659.79,$-1.00,-0.15%,N/A,$659.93,$-0.86,-0.13%,N/A
2025-09-17,$660.01,$659.87,$659.88,$659.19,$659.18,-0.04%,Small,Bear,Below VWAP,0.53,79,SKIP,$659.87,$659.88,$+0.01,+0.00%,N/A,$659.19,$-0.67,-0.10%,N/A,$659.18,$-0.69,-0.10%,N/A
2025-09-18,$661.89,$660.77,$662.06,$663.50,$662.28,0.06%,Small,Bear,Below VWAP,0.53,79,SKIP,$660.77,$662.06,$+1.29,+0.20%,N/A,$663.50,$+2.73,+0.41%,N/A,$662.28,$+1.51,+0.23%,N/A
2025-09-19,$662.33,$661.62,$662.15,$661.35,$663.64,-0.16%,Small,Bear,Below VWAP,0.53,79,SKIP,$661.62,$662.15,$+0.53,+0.08%,N/A,$661.35,$-0.27,-0.04%,N/A,$663.64,$+2.02,+0.31%,N/A
2025-09-22,$662.20,$662.62,$663.41,$664.53,$666.76,-0.19%,Small,Bull,Above VWAP,0.48,99,SKIP,$662.62,$663.41,$+0.79,+0.12%,N/A,$664.53,$+1.92,+0.29%,N/A,$666.76,$+4.14,+0.63%,N/A
2025-09-23,$666.72,$666.90,$666.89,$666.35,$663.23,0.00%,Small,Bull,Above VWAP,0.48,99,SKIP,$666.90,$666.89,$-0.01,-0.00%,N/A,$666.35,$-0.55,-0.08%,N/A,$663.23,$-3.67,-0.55%,N/A
2025-09-24,$664.51,$663.57,$663.04,$663.26,$661.04,0.14%,Small,Bear,Below VWAP,0.53,79,SKIP,$663.57,$663.04,$-0.53,-0.08%,N/A,$663.26,$-0.31,-0.05%,N/A,$661.04,$-2.53,-0.38%,N/A
2025-09-25,$657.94,$655.29,$655.64,$658.74,$657.95,-0.57%,Large,Bear,Below VWAP,0.47,55,SKIP,$655.29,$655.64,$+0.35,+0.05%,N/A,$658.74,$+3.45,+0.53%,N/A,$657.95,$+2.66,+0.41%,N/A
2025-09-26,$659.51,$661.03,$661.79,$659.51,$661.75,0.26%,Medium,Bull,Above VWAP,0.46,71,SKIP,$661.03,$661.79,$+0.76,+0.11%,N/A,$659.51,$-1.51,-0.23%,N/A,$661.75,$+0.72,+0.11%,N/A
2025-09-29,$664.36,$664.41,$664.52,$665.00,$663.61,0.34%,Medium,Bull,Below VWAP,0.00,4,SKIP,$664.41,$664.52,$+0.11,+0.02%,N/A,$665.00,$+0.59,+0.09%,N/A,$663.61,$-0.80,-0.12%,N/A
2025-09-30,$662.93,$663.07,$663.08,$662.37,$666.11,-0.06%,Small,Bull,Above VWAP,0.48,99,SKIP,$663.07,$663.08,$+0.01,+0.00%,N/A,$662.37,$-0.70,-0.11%,N/A,$666.11,$+3.04,+0.46%,N/A
2025-10-01,$663.17,$665.26,$663.74,$665.48,$668.51,-0.23%,Medium,Bull,Above VWAP,0.46,71,SKIP,$665.26,$663.74,$-1.52,-0.23%,N/A,$665.48,$+0.22,+0.03%,N/A,$668.51,$+3.25,+0.49%,N/A
2025-10-02,$670.45,$669.04,$669.42,$668.34,$669.17,0.32%,Medium,Bear,Below VWAP,0.59,85,CALL,$669.04,$669.42,$+0.38,+0.06%,WIN,$668.34,$-0.71,-0.11%,LOSS,$669.17,$+0.12,+0.02%,WIN
2025-10-03,$669.99,$670.84,$670.89,$672.09,$669.18,0.08%,Small,Bull,Above VWAP,0.48,99,SKIP,$670.84,$670.89,$+0.05,+0.01%,N/A,$672.09,$+1.25,+0.19%,N/A,$669.18,$-1.66,-0.25%,N/A
2025-10-06,$671.62,$670.32,$670.01,$670.51,$671.59,0.31%,Medium,Bear,Below VWAP,0.59,85,CALL,$670.32,$670.01,$-0.31,-0.05%,LOSS,$670.51,$+0.19,+0.03%,WIN,$671.59,$+1.27,+0.19%,WIN
2025-10-07,$672.54,$672.61,$672.23,$671.04,$669.13,0.28%,Medium,Bull,Above VWAP,0.46,71,SKIP,$672.61,$672.23,$-0.38,-0.06%,N/A,$671.04,$-1.57,-0.23%,N/A,$669.13,$-3.48,-0.52%,N/A
2025-10-08,$670.25,$669.73,$670.28,$671.71,$673.07,0.21%,Medium,Bear,Below VWAP,0.59,85,CALL,$669.73,$670.28,$+0.55,+0.08%,WIN,$671.71,$+1.98,+0.30%,WIN,$673.07,$+3.34,+0.50%,WIN
2025-10-09,$673.53,$672.72,$671.91,$670.27,$671.17,-0.04%,Small,Bear,Below VWAP,0.53,79,SKIP,$672.72,$671.91,$-0.81,-0.12%,N/A,$670.27,$-2.45,-0.36%,N/A,$671.17,$-1.55,-0.23%,N/A
2025-10-10,$672.13,$673.55,$673.01,$672.55,$653.11,0.03%,Small,Bull,Above VWAP,0.48,99,SKIP,$673.55,$673.01,$-0.54,-0.08%,N/A,$672.55,$-1.00,-0.15%,N/A,$653.11,$-20.44,-3.03%,N/A
2025-10-13,$660.65,$661.09,$662.88,$661.52,$663.05,1.30%,Large,Bull,Above VWAP,0.42,48,SKIP,$661.09,$662.88,$+1.79,+0.27%,N/A,$661.52,$+0.43,+0.07%,N/A,$663.05,$+1.96,+0.30%,N/A
2025-10-14,$657.17,$653.76,$656.82,$659.80,$662.20,-0.83%,Large,Bear,Below VWAP,0.47,55,SKIP,$653.76,$656.82,$+3.06,+0.47%,N/A,$659.80,$+6.04,+0.92%,N/A,$662.20,$+8.44,+1.29%,N/A
2025-10-15,$666.82,$667.19,$668.31,$669.16,$665.08,0.64%,Large,Bull,Above VWAP,0.42,48,SKIP,$667.19,$668.31,$+1.12,+0.17%,N/A,$669.16,$+1.97,+0.30%,N/A,$665.08,$-2.11,-0.32%,N/A
2025-10-16,$666.82,$667.29,$666.63,$668.47,$660.65,0.26%,Medium,Bull,Above VWAP,0.46,71,SKIP,$667.29,$666.63,$-0.65,-0.10%,N/A,$668.47,$+1.18,+0.18%,N/A,$660.65,$-6.64,-1.00%,N/A
2025-10-17,$659.50,$658.65,$660.68,$660.36,$664.32,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$658.65,$660.68,$+2.03,+0.31%,N/A,$660.36,$+1.71,+0.26%,N/A,$664.32,$+5.67,+0.86%,N/A
2025-10-20,$667.32,$668.69,$668.74,$670.84,$671.27,0.31%,Medium,Bull,Above VWAP,0.46,71,SKIP,$668.69,$668.74,$+0.05,+0.01%,N/A,$670.84,$+2.15,+0.32%,N/A,$671.27,$+2.58,+0.39%,N/A
2025-10-21,$671.44,$671.15,$670.57,$671.30,$671.27,-0.05%,Small,Bear,Below VWAP,0.53,79,SKIP,$671.15,$670.57,$-0.58,-0.09%,N/A,$671.30,$+0.15,+0.02%,N/A,$671.27,$+0.12,+0.02%,N/A
2025-10-22,$672.00,$671.78,$671.27,$668.56,$667.79,0.14%,Small,Bear,Above VWAP,0.54,13,SKIP,$671.78,$671.27,$-0.51,-0.08%,N/A,$668.56,$-3.22,-0.48%,N/A,$667.79,$-3.99,-0.59%,N/A
2025-10-23,$668.12,$669.53,$669.96,$669.81,$671.63,0.20%,Small,Bull,Above VWAP,0.48,99,SKIP,$669.53,$669.96,$+0.43,+0.06%,N/A,$669.81,$+0.28,+0.04%,N/A,$671.63,$+2.10,+0.31%,N/A
2025-10-24,$676.46,$677.34,$677.29,$677.55,$677.11,0.62%,Large,Bull,Above VWAP,0.42,48,SKIP,$677.34,$677.29,$-0.05,-0.01%,N/A,$677.55,$+0.21,+0.03%,N/A,$677.11,$-0.23,-0.03%,N/A
2025-10-27,$682.73,$682.75,$683.08,$683.32,$685.18,0.80%,Large,Bull,Above VWAP,0.42,48,SKIP,$682.75,$683.08,$+0.33,+0.05%,N/A,$683.32,$+0.57,+0.08%,N/A,$685.18,$+2.43,+0.36%,N/A
2025-10-28,$687.05,$685.98,$685.62,$685.89,$686.98,0.21%,Medium,Bear,Below VWAP,0.59,85,CALL,$685.98,$685.62,$-0.36,-0.05%,LOSS,$685.89,$-0.09,-0.01%,LOSS,$686.98,$+1.00,+0.15%,WIN
2025-10-29,$688.72,$689.23,$689.57,$688.28,$687.30,0.21%,Medium,Bull,Above VWAP,0.46,71,SKIP,$689.23,$689.57,$+0.34,+0.05%,N/A,$688.28,$-0.95,-0.14%,N/A,$687.30,$-1.93,-0.28%,N/A
2025-10-30,$683.90,$682.43,$685.00,$685.24,$679.95,-0.41%,Medium,Bear,Below VWAP,0.59,85,CALL,$682.43,$685.00,$+2.58,+0.38%,WIN,$685.24,$+2.81,+0.41%,WIN,$679.95,$-2.48,-0.36%,LOSS
2025-10-31,$685.04,$683.29,$683.47,$684.36,$681.99,0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$683.29,$683.47,$+0.18,+0.03%,N/A,$684.36,$+1.07,+0.16%,N/A,$681.99,$-1.30,-0.19%,N/A
2025-11-03,$685.67,$683.17,$682.53,$681.94,$683.35,0.57%,Large,Bear,Below VWAP,0.47,55,SKIP,$683.17,$682.53,$-0.64,-0.09%,N/A,$681.94,$-1.23,-0.18%,N/A,$683.35,$+0.18,+0.03%,N/A
2025-11-04,$676.11,$677.00,$678.68,$679.44,$675.35,-0.85%,Large,Bull,Above VWAP,0.42,48,SKIP,$677.00,$678.68,$+1.69,+0.25%,N/A,$679.44,$+2.45,+0.36%,N/A,$675.35,$-1.64,-0.24%,N/A
2025-11-05,$674.98,$674.46,$677.28,$677.78,$677.51,0.39%,Medium,Bear,Below VWAP,0.59,85,CALL,$674.46,$677.28,$+2.82,+0.42%,WIN,$677.78,$+3.32,+0.49%,WIN,$677.51,$+3.05,+0.45%,WIN
2025-11-06,$676.47,$675.98,$674.14,$671.14,$670.26,-0.12%,Small,Bear,Below VWAP,0.53,79,SKIP,$675.98,$674.14,$-1.84,-0.27%,N/A,$671.14,$-4.84,-0.72%,N/A,$670.26,$-5.72,-0.85%,N/A
2025-11-07,$667.91,$665.43,$666.25,$664.24,$670.93,-0.60%,Large,Bear,Below VWAP,0.47,55,SKIP,$665.43,$666.25,$+0.82,+0.12%,N/A,$664.24,$-1.19,-0.18%,N/A,$670.93,$+5.50,+0.83%,N/A
2025-11-10,$677.24,$678.77,$678.54,$677.75,$681.33,0.73%,Large,Bull,Above VWAP,0.42,48,SKIP,$678.77,$678.54,$-0.23,-0.03%,N/A,$677.75,$-1.01,-0.15%,N/A,$681.33,$+2.56,+0.38%,N/A
2025-11-11,$679.95,$680.05,$680.70,$679.42,$682.90,-0.25%,Medium,Bull,Below VWAP,0.00,4,SKIP,$680.05,$680.70,$+0.65,+0.10%,N/A,$679.42,$-0.63,-0.09%,N/A,$682.90,$+2.85,+0.42%,N/A
2025-11-12,$684.79,$684.16,$683.74,$682.84,$683.33,0.22%,Medium,Bear,Below VWAP,0.59,85,CALL,$684.16,$683.74,$-0.42,-0.06%,LOSS,$682.84,$-1.32,-0.19%,LOSS,$683.33,$-0.83,-0.12%,LOSS
2025-11-13,$680.50,$677.77,$678.80,$677.26,$672.06,-0.23%,Medium,Bear,Below VWAP,0.59,85,CALL,$677.77,$678.80,$+1.03,+0.15%,WIN,$677.26,$-0.51,-0.08%,LOSS,$672.06,$-5.71,-0.84%,LOSS
2025-11-14,$665.38,$666.72,$668.69,$671.07,$671.95,-1.07%,Large,Bull,Above VWAP,0.42,48,SKIP,$666.72,$668.69,$+1.97,+0.30%,N/A,$671.07,$+4.35,+0.65%,N/A,$671.95,$+5.23,+0.78%,N/A
2025-11-17,$669.70,$671.99,$672.76,$671.70,$665.69,-0.54%,Large,Bull,Above VWAP,0.42,48,SKIP,$671.99,$672.76,$+0.77,+0.12%,N/A,$671.70,$-0.28,-0.04%,N/A,$665.69,$-6.29,-0.94%,N/A
2025-11-18,$662.10,$661.85,$658.65,$658.24,$660.14,-0.48%,Medium,Bear,Below VWAP,0.59,85,CALL,$661.85,$658.65,$-3.20,-0.48%,LOSS,$658.24,$-3.61,-0.55%,LOSS,$660.14,$-1.71,-0.26%,LOSS
2025-11-19,$660.78,$663.01,$665.67,$665.52,$662.65,0.13%,Small,Bull,Above VWAP,0.48,99,SKIP,$663.01,$665.67,$+2.65,+0.40%,N/A,$665.52,$+2.50,+0.38%,N/A,$662.65,$-0.37,-0.06%,N/A
2025-11-20,$672.91,$673.63,$674.91,$675.24,$652.53,0.43%,Medium,Bull,Above VWAP,0.46,71,SKIP,$673.63,$674.91,$+1.27,+0.19%,N/A,$675.24,$+1.60,+0.24%,N/A,$652.53,$-21.11,-3.13%,N/A
2025-11-21,$655.05,$654.34,$654.52,$652.85,$659.06,0.10%,Small,Bear,Below VWAP,0.53,79,SKIP,$654.34,$654.52,$+0.18,+0.03%,N/A,$652.85,$-1.49,-0.23%,N/A,$659.06,$+4.72,+0.72%,N/A
2025-11-24,$662.69,$662.89,$664.04,$666.78,$668.80,0.39%,Medium,Bull,Below VWAP,0.00,4,SKIP,$662.89,$664.04,$+1.15,+0.17%,N/A,$666.78,$+3.89,+0.59%,N/A,$668.80,$+5.91,+0.89%,N/A
2025-11-25,$668.63,$667.38,$668.87,$670.42,$675.01,-0.08%,Small,Bear,Below VWAP,0.53,79,SKIP,$667.38,$668.87,$+1.49,+0.22%,N/A,$670.42,$+3.04,+0.45%,N/A,$675.01,$+7.63,+1.14%,N/A
2025-11-26,$677.63,$678.79,$677.31,$678.60,$679.63,0.25%,Medium,Bull,Above VWAP,0.46,71,SKIP,$678.79,$677.31,$-1.48,-0.22%,N/A,$678.60,$-0.19,-0.03%,N/A,$679.63,$+0.84,+0.12%,N/A
2025-11-28,$680.86,$681.27,$681.24,$682.15,$683.60,0.07%,Small,Bull,Above VWAP,0.48,99,SKIP,$681.27,$681.24,$-0.03,-0.00%,N/A,$682.15,$+0.88,+0.13%,N/A,$683.60,$+2.33,+0.34%,N/A
2025-12-01,$678.81,$679.25,$681.45,$680.13,$680.27,-0.69%,Large,Bull,Below VWAP,0.29,7,SKIP,$679.25,$681.45,$+2.20,+0.32%,N/A,$680.13,$+0.88,+0.13%,N/A,$680.27,$+1.02,+0.15%,N/A
2025-12-02,$681.92,$682.41,$682.33,$682.71,$681.48,0.27%,Medium,Bull,Above VWAP,0.46,71,SKIP,$682.41,$682.33,$-0.08,-0.01%,N/A,$682.71,$+0.30,+0.04%,N/A,$681.48,$-0.93,-0.14%,N/A
2025-12-03,$680.57,$680.88,$680.87,$682.63,$683.81,-0.27%,Medium,Bull,Below VWAP,0.00,4,SKIP,$680.88,$680.87,$-0.01,-0.00%,N/A,$682.63,$+1.75,+0.26%,N/A,$683.81,$+2.93,+0.43%,N/A
2025-12-04,$685.30,$683.86,$683.04,$684.23,$684.40,0.25%,Medium,Bear,Below VWAP,0.59,85,CALL,$683.86,$683.04,$-0.81,-0.12%,LOSS,$684.23,$+0.37,+0.05%,WIN,$684.40,$+0.54,+0.08%,WIN
2025-12-05,$685.47,$685.83,$686.89,$687.71,$685.65,0.11%,Small,Bull,Above VWAP,0.48,99,SKIP,$685.83,$686.89,$+1.06,+0.16%,N/A,$687.71,$+1.88,+0.27%,N/A,$685.65,$-0.18,-0.03%,N/A
2025-12-08,$686.59,$685.92,$685.44,$684.08,$683.63,0.09%,Small,Bear,Below VWAP,0.53,79,SKIP,$685.92,$685.44,$-0.48,-0.07%,N/A,$684.08,$-1.84,-0.27%,N/A,$683.63,$-2.29,-0.33%,N/A
2025-12-09,$683.15,$683.70,$684.44,$684.47,$683.05,-0.22%,Medium,Bull,Above VWAP,0.46,71,SKIP,$683.70,$684.44,$+0.74,+0.11%,N/A,$684.47,$+0.77,+0.11%,N/A,$683.05,$-0.65,-0.10%,N/A
2025-12-10,$682.56,$682.67,$683.12,$682.37,$687.46,0.01%,Small,Bull,Above VWAP,0.48,99,SKIP,$682.67,$683.12,$+0.45,+0.07%,N/A,$682.37,$-0.30,-0.04%,N/A,$687.46,$+4.79,+0.70%,N/A
2025-12-11,$685.14,$685.59,$682.62,$685.77,$689.14,-0.08%,Small,Bull,Above VWAP,0.48,99,SKIP,$685.59,$682.62,$-2.97,-0.43%,N/A,$685.77,$+0.18,+0.03%,N/A,$689.14,$+3.56,+0.52%,N/A
2025-12-12,$688.17,$687.94,$687.49,$685.20,$681.72,-0.05%,Small,Bear,Below VWAP,0.53,79,SKIP,$687.94,$687.49,$-0.45,-0.07%,N/A,$685.20,$-2.74,-0.40%,N/A,$681.72,$-6.22,-0.90%,N/A
2025-12-15,$685.74,$683.62,$682.43,$681.80,$680.70,0.56%,Large,Bear,Below VWAP,0.47,55,SKIP,$683.62,$682.43,$-1.19,-0.17%,N/A,$681.80,$-1.82,-0.27%,N/A,$680.70,$-2.92,-0.43%,N/A
2025-12-16,$679.23,$678.65,$680.79,$678.15,$678.86,-0.04%,Small,Bear,Below VWAP,0.53,79,SKIP,$678.65,$680.79,$+2.14,+0.32%,N/A,$678.15,$-0.50,-0.07%,N/A,$678.86,$+0.21,+0.03%,N/A
2025-12-17,$679.89,$678.52,$679.26,$676.04,$671.30,0.32%,Medium,Bear,Below VWAP,0.59,85,CALL,$678.52,$679.26,$+0.74,+0.11%,WIN,$676.04,$-2.48,-0.37%,LOSS,$671.30,$-7.22,-1.06%,LOSS
2025-12-18,$677.60,$676.28,$678.06,$680.46,$676.48,0.71%,Large,Bear,Below VWAP,0.47,55,SKIP,$676.28,$678.06,$+1.78,+0.26%,N/A,$680.46,$+4.18,+0.62%,N/A,$676.48,$+0.20,+0.03%,N/A
2025-12-19,$676.59,$679.41,$679.82,$679.25,$680.59,0.02%,Small,Bull,Above VWAP,0.48,99,SKIP,$679.41,$679.82,$+0.41,+0.06%,N/A,$679.25,$-0.16,-0.02%,N/A,$680.59,$+1.18,+0.17%,N/A
2025-12-22,$683.94,$683.23,$683.97,$683.72,$684.79,0.37%,Medium,Bear,Below VWAP,0.59,85,CALL,$683.23,$683.97,$+0.74,+0.11%,WIN,$683.72,$+0.49,+0.07%,WIN,$684.79,$+1.56,+0.23%,WIN
2025-12-23,$683.92,$685.77,$685.41,$686.10,$687.91,-0.17%,Small,Bull,Above VWAP,0.48,99,SKIP,$685.77,$685.41,$-0.37,-0.05%,N/A,$686.10,$+0.33,+0.05%,N/A,$687.91,$+2.13,+0.31%,N/A
2025-12-24,$687.95,$688.27,$688.60,$689.25,$689.80,0.04%,Small,Bull,Above VWAP,0.48,99,SKIP,$688.27,$688.60,$+0.33,+0.05%,N/A,$689.25,$+0.98,+0.14%,N/A,$689.80,$+1.52,+0.22%,N/A
2025-12-26,$690.64,$691.55,$690.77,$690.51,$690.25,0.16%,Small,Bull,Above VWAP,0.48,99,SKIP,$691.55,$690.77,$-0.78,-0.11%,N/A,$690.51,$-1.04,-0.15%,N/A,$690.25,$-1.30,-0.19%,N/A
2025-12-29,$687.54,$688.43,$687.56,$688.19,$687.84,-0.34%,Medium,Bull,Above VWAP,0.46,71,SKIP,$688.43,$687.56,$-0.87,-0.13%,N/A,$688.19,$-0.24,-0.03%,N/A,$687.84,$-0.59,-0.09%,N/A
2025-12-30,$687.45,$687.12,$688.09,$686.78,$686.94,0.02%,Small,Bear,Below VWAP,0.53,79,SKIP,$687.12,$688.09,$+0.97,+0.14%,N/A,$686.78,$-0.34,-0.05%,N/A,$686.94,$-0.18,-0.03%,N/A
2025-12-31,$687.14,$685.86,$685.96,$685.12,$681.84,0.19%,Small,Bear,Below VWAP,0.53,79,SKIP,$685.86,$685.96,$+0.11,+0.02%,N/A,$685.12,$-0.74,-0.11%,N/A,$681.84,$-4.01,-0.59%,N/A
